"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5510","has title","chromium","2025-12-19","passed","2025-12-19","","example.spec.js","",""
